project_id,phase,title,description,weight,status,completed_by,completed_at,completed_by_role,applicable_technologies,applicable_site_types,notes,order,id,created_date,updated_date,created_by_id,is_sample
"6978ad6fdba5eb8f048ab087","delivery","Capacitación realizada","","medium","pending","","","","[""all""]","[""all""]","","2","69796a28276c17c33e560dd6","2026-01-28T01:45:12.859000","2026-01-28T01:45:12.859000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","delivery","Credenciales entregadas","","high","pending","","","","[""all""]","[""all""]","","3","69796a28276c17c33e560dd7","2026-01-28T01:45:12.859000","2026-01-28T01:45:12.859000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","documentation","Objetivos de negocio y generalidades del proyecto","","critical","pending","","","","[""all""]","[""all""]","","1","69796a28276c17c33e560da9","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","documentation","Hoja de vida del proyecto cargada","","critical","pending","","","","[""all""]","[""all""]","","4","69796a28276c17c33e560dac","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","documentation","Insumos base recopilados y organizados","","high","pending","","","","[""all""]","[""all""]","","5","69796a28276c17c33e560dad","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","planning","Clientes y stakeholders identificados","","critical","pending","","","","[""all""]","[""all""]","","2","69796a28276c17c33e560daf","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","planning","Canal único de comunicación definido","","high","pending","","","","[""all""]","[""all""]","","4","69796a28276c17c33e560db1","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","content","Idioma(s) definidos","","high","pending","","","","[""all""]","[""all""]","","4","69796a28276c17c33e560db6","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","content","Imágenes optimizadas para web","","high","pending","","","","[""all""]","[""all""]","","6","69796a28276c17c33e560db8","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","performance","Core Web Vitals > 90","","critical","pending","","","","[""all""]","[""all""]","","3","69796a28276c17c33e560dbb","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Alt text en imágenes","","high","pending","","","","[""all""]","[""all""]","","9","69796a28276c17c33e560dc7","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Sitemap XML generado","","medium","pending","","","","[""all""]","[""all""]","","10","69796a28276c17c33e560dc8","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","responsive","Touch targets adecuados","","high","pending","","","","[""all""]","[""all""]","","3","69796a28276c17c33e560dcb","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","responsive","Imágenes responsive","","high","pending","","","","[""all""]","[""all""]","","4","69796a28276c17c33e560dcc","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","content","Assets multimedia cargados y organizados","","critical","pending","","","","[""all""]","[""all""]","","5","69796a28276c17c33e560db7","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","performance","Caché configurado","","high","pending","","","","[""all""]","[""all""]","","5","69796a28276c17c33e560dbd","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","performance","CDN implementado","","medium","pending","","","","[""all""]","[""all""]","","6","69796a28276c17c33e560dbe","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Arquitectura de información: Mapa de navegación","","critical","pending","","","","[""all""]","[""all""]","","2","69796a28276c17c33e560dc0","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Herramientas de medición: Google Search Console","","critical","pending","","","","[""all""]","[""all""]","","4","69796a28276c17c33e560dc2","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Benchmarking SEO: Competencia identificada","","high","pending","","","","[""all""]","[""all""]","","6","69796a28276c17c33e560dc4","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","responsive","Mobile first implementado","","critical","pending","","","","[""all""]","[""all""]","","1","69796a28276c17c33e560dc9","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","responsive","Breakpoints testeados (mobile, tablet, desktop)","","critical","pending","","","","[""all""]","[""all""]","","2","69796a28276c17c33e560dca","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","responsive","Menú mobile funcional","","critical","pending","","","","[""all""]","[""all""]","","5","69796a28276c17c33e560dcd","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","planning","Equipo y roles: Quién aprueba, quién ejecuta por área","","critical","pending","","","","[""all""]","[""all""]","","1","69796a28276c17c33e560dae","2026-01-28T01:45:12.858000","2026-02-09T19:50:10.886000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","planning","Repositorio centralizado de insumos","","high","pending","","","","[""all""]","[""all""]","","5","69796a28276c17c33e560db2","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","performance","Imágenes optimizadas","","critical","pending","","","","[""all""]","[""all""]","","1","69796a28276c17c33e560db9","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","performance","CSS/JS minificado","","high","pending","","","","[""all""]","[""all""]","","4","69796a28276c17c33e560dbc","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Keyword research inicial: Palabras clave principales","","critical","pending","","","","[""all""]","[""all""]","","1","69796a28276c17c33e560dbf","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Redirecciones: Listado de URLs antiguas (migración)","","critical","pending","","","","[""all""]","[""all""]","","7","69796a28276c17c33e560dc5","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","documentation","Contexto y Antecedentes del proyecto","","critical","pending","","","","[""all""]","[""all""]","","2","69796a28276c17c33e560daa","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","documentation","Entregables: Listado táctico de qué se va a recibir","","critical","pending","","","","[""all""]","[""all""]","","3","69796a28276c17c33e560dab","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","planning","Cronograma del proyecto definido","","critical","pending","","","","[""all""]","[""all""]","","3","69796a28276c17c33e560db0","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","content","Tono de Voz: ¿Cómo habla el proyecto?","","critical","pending","","","","[""all""]","[""all""]","","1","69796a28276c17c33e560db3","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","content","Copy base: Textos mínimos obligatorios","","critical","pending","","","","[""all""]","[""all""]","","2","69796a28276c17c33e560db4","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","content","Textos finales aprobados por cliente","","critical","pending","","","","[""all""]","[""all""]","","3","69796a28276c17c33e560db5","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","performance","Lazy loading implementado","","high","pending","","","","[""all""]","[""all""]","","2","69796a28276c17c33e560dba","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Estructura de URLs definida","","high","pending","","","","[""all""]","[""all""]","","3","69796a28276c17c33e560dc1","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Acceso a Google Analytics (GA4)","","critical","pending","","","","[""all""]","[""all""]","","5","69796a28276c17c33e560dc3","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"6978ad6fdba5eb8f048ab087","seo_accessibility","Meta tags configurados","","high","pending","","","","[""all""]","[""all""]","","8","69796a28276c17c33e560dc6","2026-01-28T01:45:12.858000","2026-01-28T01:45:12.858000","6940670cff749d8ea0c5d536","false"
"697777dfe04bbd388f9f46e1","ux_design","Sitemap","","high","pending","","","","[""all""]","[""all""]","","999","6978a25d96273ae1a5775f8f","2026-01-27T11:32:45.065000","2026-01-27T11:32:45.065000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","planning","Clientes y stakeholders identificados","","critical","completed","juliana.giraldo@antpack.co","2026-01-27T11:27:57.991Z","product_owner","[""all""]","[""all""]","","2","6977796a44409847e302e26b","2026-01-26T14:25:46.185000","2026-01-27T11:27:58.465000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","qa","Accesibilidad – Navegación por teclado","","medium","pending","","","","[""all""]","[""all""]","","8","6977796a44409847e302e290","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","qa","Accesibilidad – Contraste de colores WCAG","","high","pending","","","","[""all""]","[""all""]","","7","6977796a44409847e302e28f","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","performance","CSS/JS minificado","","high","pending","","","","[""all""]","[""all""]","","4","6977796a44409847e302e278","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","planning","Equipo y roles: Quién aprueba, quién ejecuta por área","","critical","completed","juliana.giraldo@antpack.co","2026-01-27T11:27:56.933Z","product_owner","[""all""]","[""all""]","","1","6977796a44409847e302e26a","2026-01-26T14:25:46.185000","2026-01-27T11:27:57.357000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","content","Imágenes optimizadas para web","","high","pending","","","","[""all""]","[""all""]","","6","6977796a44409847e302e274","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","performance","Core Web Vitals > 90","","critical","pending","","","","[""all""]","[""all""]","","3","6977796a44409847e302e277","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","responsive","Mobile first implementado","","critical","pending","","","","[""all""]","[""all""]","","1","6977796a44409847e302e285","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","qa","Formularios testeados end-to-end","","critical","pending","","","","[""all""]","[""all""]","","3","6977796a44409847e302e28c","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","documentation","Hoja de vida del proyecto cargada","","critical","completed","juliana.giraldo@antpack.co","2026-01-27T11:27:44.154Z","product_owner","[""all""]","[""all""]","","4","6977796a44409847e302e268","2026-01-26T14:25:46.185000","2026-01-27T11:27:44.614000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","content","Textos finales aprobados por cliente","","critical","pending","","","","[""all""]","[""all""]","","3","6977796a44409847e302e271","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Meta tags configurados","","high","pending","","","","[""all""]","[""all""]","","8","6977796a44409847e302e282","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","qa","Cross-browser testing completado","","high","pending","","","","[""all""]","[""all""]","","1","6977796a44409847e302e28a","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","delivery","Documentación entregada","","high","pending","","","","[""all""]","[""all""]","","1","6977796a44409847e302e291","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","performance","Caché configurado","","high","pending","","","","[""all""]","[""all""]","","5","6977796a44409847e302e279","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","delivery","Plan de mantenimiento acordado","","medium","pending","","","","[""all""]","[""all""]","","4","6977796a44409847e302e294","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","planning","Cronograma del proyecto definido","","critical","pending","","","","[""all""]","[""all""]","","3","6977796a44409847e302e26c","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","content","Copy base: Textos mínimos obligatorios","","critical","pending","","","","[""all""]","[""all""]","","2","6977796a44409847e302e270","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","content","Assets multimedia cargados y organizados","","critical","pending","","","","[""all""]","[""all""]","","5","6977796a44409847e302e273","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","responsive","Touch targets adecuados","","high","pending","","","","[""all""]","[""all""]","","3","6977796a44409847e302e287","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","qa","Links verificados (no rotos)","","high","pending","","","","[""all""]","[""all""]","","2","6977796a44409847e302e28b","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","qa","Conversiones trackeadas correctamente","","high","pending","","","","[""all""]","[""all""]","","6","6977796a44409847e302e28e","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","planning","Repositorio centralizado de insumos","","high","completed","juliana.giraldo@antpack.co","2026-01-27T11:28:03.043Z","product_owner","[""all""]","[""all""]","","5","6977796a44409847e302e26e","2026-01-26T14:25:46.185000","2026-01-27T11:28:03.548000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Acceso a Google Analytics (GA4)","","critical","pending","","","","[""all""]","[""all""]","","5","6977796a44409847e302e27f","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","delivery","Credenciales entregadas","","high","pending","","","","[""all""]","[""all""]","","3","6977796a44409847e302e293","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Estructura de URLs definida","","high","pending","","","","[""all""]","[""all""]","","3","6977796a44409847e302e27d","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Alt text en imágenes","","high","pending","","","","[""all""]","[""all""]","","9","6977796a44409847e302e283","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","responsive","Breakpoints testeados (mobile, tablet, desktop)","","critical","pending","","","","[""all""]","[""all""]","","2","6977796a44409847e302e286","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","delivery","Aprobación final del cliente","","critical","pending","","","","[""all""]","[""all""]","","5","6977796a44409847e302e295","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","content","Tono de Voz: ¿Cómo habla el proyecto?","","critical","pending","","","","[""all""]","[""all""]","","1","6977796a44409847e302e26f","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","performance","Lazy loading implementado","","high","pending","","","","[""all""]","[""all""]","","2","6977796a44409847e302e276","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","responsive","Imágenes responsive","","high","pending","","","","[""all""]","[""all""]","","4","6977796a44409847e302e288","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","performance","CDN implementado","","medium","pending","","","","[""all""]","[""all""]","","6","6977796a44409847e302e27a","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Arquitectura de información: Mapa de navegación","","critical","pending","","","","[""all""]","[""all""]","","2","6977796a44409847e302e27c","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","content","Idioma(s) definidos","","high","pending","","","","[""all""]","[""all""]","","4","6977796a44409847e302e272","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","performance","Imágenes optimizadas","","critical","pending","","","","[""all""]","[""all""]","","1","6977796a44409847e302e275","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Sitemap XML generado","","medium","pending","","","","[""all""]","[""all""]","","10","6977796a44409847e302e284","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Herramientas de medición: Google Search Console","","critical","pending","","","","[""all""]","[""all""]","","4","6977796a44409847e302e27e","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","responsive","Menú mobile funcional","","critical","pending","","","","[""all""]","[""all""]","","5","6977796a44409847e302e289","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","documentation","Entregables: Listado táctico de qué se va a recibir","","critical","completed","juliana.giraldo@antpack.co","2026-01-27T11:27:41.791Z","product_owner","[""all""]","[""all""]","","3","6977796a44409847e302e267","2026-01-26T14:25:46.185000","2026-01-27T11:27:42.193000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","planning","Canal único de comunicación definido","","high","completed","juliana.giraldo@antpack.co","2026-01-27T11:28:01.805Z","product_owner","[""all""]","[""all""]","","4","6977796a44409847e302e26d","2026-01-26T14:25:46.185000","2026-01-27T11:28:02.190000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Keyword research inicial: Palabras clave principales","","critical","pending","","","","[""all""]","[""all""]","","1","6977796a44409847e302e27b","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Benchmarking SEO: Competencia identificada","","high","pending","","","","[""all""]","[""all""]","","6","6977796a44409847e302e280","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","qa","Contenido revisado (ortografía y gramática)","","medium","pending","","","","[""all""]","[""all""]","","5","6977796a44409847e302e28d","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","delivery","Capacitación realizada","","medium","pending","","","","[""all""]","[""all""]","","2","6977796a44409847e302e292","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","documentation","Insumos base recopilados y organizados","","high","completed","juliana.giraldo@antpack.co","2026-01-27T11:27:45.694Z","product_owner","[""all""]","[""all""]","","5","6977796a44409847e302e269","2026-01-26T14:25:46.185000","2026-01-27T11:27:46.097000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","seo_accessibility","Redirecciones: Listado de URLs antiguas (migración)","","critical","pending","","","","[""all""]","[""all""]","","7","6977796a44409847e302e281","2026-01-26T14:25:46.185000","2026-01-26T14:25:46.185000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","documentation","Contexto y Antecedentes del proyecto","","critical","completed","juliana.giraldo@antpack.co","2026-01-27T11:27:39.263Z","product_owner","[""all""]","[""all""]","","2","6977796a44409847e302e266","2026-01-26T14:25:46.184000","2026-01-27T11:27:39.670000","697385915ecde75ddf2df5d8","false"
"697777dfe04bbd388f9f46e1","documentation","Objetivos de negocio y generalidades del proyecto","","critical","completed","juliana.giraldo@antpack.co","2026-01-27T11:27:34.338Z","product_owner","[""all""]","[""all""]","","1","6977796a44409847e302e265","2026-01-26T14:25:46.184000","2026-01-27T11:27:34.809000","697385915ecde75ddf2df5d8","false"
"696e98aca63ce94fa43082f2","seo_accessibility","Arquitectura de información: Mapa de navegación","","critical","pending","","","","[""all""]","[""all""]","","2","696e98b3e47eaa74d643a738","2026-01-19T20:48:51.596000","2026-01-19T20:48:51.596000","6940670cff749d8ea0c5d536","false"
"696e98aca63ce94fa43082f2","planning","Cronograma del proyecto definido","","critical","pending","","","","[""all""]","[""all""]","","3","696e98b3e47eaa74d643a734","2026-01-19T20:48:51.596000","2026-01-19T20:48:51.596000","6940670cff749d8ea0c5d536","false"
"696e98aca63ce94fa43082f2","delivery","Capacitación realizada","","medium","pending","","","","[""all""]","[""all""]","","2","696e98b3e47eaa74d643a74e","2026-01-19T20:48:51.596000","2026-01-19T20:48:51.596000","6940670cff749d8ea0c5d536","false"
"696e98aca63ce94fa43082f2","seo_accessibility","Herramientas de medición: Google Search Console","","critical","pending","","","","[""all""]","[""all""]","","4","696e98b3e47eaa74d643a73a","2026-01-19T20:48:51.596000","2026-01-19T20:48:51.596000","6940670cff749d8ea0c5d536","false"
"696e98aca63ce94fa43082f2","responsive","Mobile first implementado","","critical","pending","","","","[""all""]","[""all""]","","1","696e98b3e47eaa74d643a741","2026-01-19T20:48:51.596000","2026-01-19T20:48:51.596000","6940670cff749d8ea0c5d536","false"
"696e98aca63ce94fa43082f2","seo_accessibility","Meta tags configurados","","high","pending","","","","[""all""]","[""all""]","","8","696e98b3e47eaa74d643a73e","2026-01-19T20:48:51.596000","2026-01-19T20:48:51.596000","6940670cff749d8ea0c5d536","false"
